posting_id,job_id,title,company,location,term,posted_date,deadline,special_requirements,job_responsibilities,required_skills,detail_link,raw_text
460942,460942,Product Management Intern,Intrax Inc - Divisional Office,San Francisco,"Intermediate, Senior",,"Mar 11, 2026 9:00 AM",The University of Waterloo has compiled guidance and frequently asked questions for co-op students planning to work in the U.S. Please review this important information before deciding to apply for a U.S. work term. Work abroad co-op requirements webpage USA Work Permit/J-1 Visa webpage,"What You'll Do Learn our product and internal systems in depth and assist with creating clear, thorough, customer-facing documentation Gain hands-on experience diagnosing product issues, assessing impact, and applying prioritization frameworks to inform backlog decisions. Learn to analyze support trends, evaluate urgency and user impact, and differentiate between immediate risks and longer-term product improvements. Meet with internal stakeholders to understand user pain points and translate them into well-defined product stories for the backlog Support ongoing backlog grooming and product operations activities Collaborate closely with engineering, design, and business teams to ensure a shared understanding of product requirements, bugs, and user needs","What We're Looking For Pursuing a degree in computer science. Exceptional written and verbal communication skills, with the ability to explain technical concepts clearly to non-technical audiences Strong attention to detail and a structured approach to problem-solving Ability to learn complex systems quickly and ask thoughtful questions Comfortable working cross-functionally with engineering, design, and business partners Interest in product management, technology, and improving user experiences Nice to Have (but not Required) Experience with product management tools (e.g., Jira, Confluence) Exposure to customer support, QA, or technical documentation Basic understanding of software development concepts",,"460942 | Product Management Intern | Intrax Inc | Divisional Office | 1 | San Francisco | Intermediate, Senior | 143 | Mar 11, 2026 9:00 AM"
460684,460684,Audit & Accounting Assistant,Shenzhen Huakai Certified Public Accountants - Divisional Office,Shenzhen,"Junior, Intermediate",,"Mar 10, 2026 9:00 AM","This position is located outside of Canada. It is the student's responsibility to ensure they are eligible to work in the destination country, and that they have/obtain the necessary documentation required to participate in this co-op work term. The University may provide procedural guidance and a Letter of Support to support a student's application for this documentation, but cannot provide specific immigration advice or arrange for this documentation on a student's behalf. Ensure you have read and understood the eligibility requirements outlined here: https://uwaterloo.ca/co-operative-education/work-abroad/before-you-go/co-op-requirements/","Assist in collecting, organizing, indexing, and maintaining audit documentation in accordance with firm policies and professional standards. Participate in cross-border audit engagements, including IPO audits, annual audits of listed companies, and special-purpose assurance engagements. Support project managers and senior auditors in preparing audit and other professional deliverables. Assist in preparing, organizing, and archiving working papers (both electronic and physical) to ensure completeness and compliance with firm requirements. Provide general support to engagement team members and perform other tasks assigned by supervisors. Support basic accounting tasks as needed, including AP/AR processing, voucher preparation, bookkeeping assistance, and performing bank reconciliations.","Undergraduate/graduate students or early-career candidates (including recent graduates) majoring in Accounting, Auditing, Finance, or related fields. Strong communication skills and proficiency in Microsoft Office and related tools. Solid academic fundamentals, strong sense of responsibility, professionalism, and good teamwork spirit. Ability to follow instructions and adapt to project needs. Prior internship experience with an accounting firm or related field is an advantage. Languages Required: Mandarin and English",,"460684 | Audit & Accounting Assistant | Shenzhen Huakai Certified Public Accountants | Divisional Office | 5 | Shenzhen | Junior, Intermediate | 18 | Mar 10, 2026 9:00 AM"
460679,460679,"Intern, People, Performance and Culture",Element Fleet Management - Divisional Office,Toronto,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM","This job is funded by the Government of Canada's Student Work Placement Program (SWPP) or Canada Summer Jobs. These programs require that candidates be a Canadian citizen, permanent resident or a protected person defined by the Immigration and Refugee Protection Act.","What You Will Be Doing • Assist with the annual review of HR policies and procedures • Support the implementation and tracking of diversity, equity, and inclusion (DEI) initiatives • Perform data entry and audit employee files for accuracy and compliance • Organize and maintain digital and paper-based HR documentation in line with company policy • Review resumes and applications for basic qualifications • Schedule interviews and coordinate candidate communications • Draft internal HR communications, memos, and reports • Maintain and update HR templates, forms, and shared resources • Support HR research and benchmarking (e.g., compensation, satisfaction surveys) • Assist in preparing documentation for compliance reviews and internal audits • Contribute to HR process improvement initiatives","What We Are Looking For 3rd, or 4th-year student enrolled in a Bachelor's degree in Business, Human resources or similar program Proficiency in Microsoft Office (Excel, Word, PowerPoint) Excellent verbal and written communication skills Strong attention to detail and organizational skills Ability to handle sensitive information with discretion",,"460679 | Intern, People, Performance and Culture | Element Fleet Management | Divisional Office | 1 | Toronto | Intermediate, Senior | 24 | Mar 10, 2026 9:00 AM"
460672,460672,Software Engineering Intern,Suger Inc - Divisional Office,Vancouver,Senior,,"Mar 11, 2026 11:59 PM","This job is funded by the Government of Canada's Student Work Placement Program (SWPP) or Canada Summer Jobs. These programs require that candidates be a Canadian citizen, permanent resident or a protected person defined by the Immigration and Refugee Protection Act.","In this role, you'll: Collaborate with engineers to design, build, test, and ship new software features Write clean, maintainable code and actively participate in code reviews Debug issues and help improve system performance, scalability, and reliability Contribute to technical documentation and internal tooling that supports the team Learn quickly and grow with guidance and mentorship from experienced engineers","What You Have Currently in the final year of a Computer Science (or related) undergraduate program Strong programming fundamentals in languages such as Python, Golang, JavaScript, Java, or C++ Familiarity with web technologies, data structures, and algorithms Curious and eager to learn new technologies and take initiative A collaborative, detail-oriented mindset with a passion for problem-solving Bonus Points Experience with Git, REST APIs, or databases (SQL) Exposure to cloud platforms like AWS, GCP, or Azure Past side projects, hackathons, or open-source contributions",,"460672 | Software Engineering Intern | Suger Inc | Divisional Office | 2 | Vancouver | Senior | 82 | Mar 11, 2026 11:59 PM"
460666,460666,Product Management Intern,MDLand Digital Health Inc - Divisional Office,Markham,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM","Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible. This job is funded by the Government of Canada's Student Work Placement Program (SWPP) or Canada Summer Jobs. These programs require that candidates be a Canadian citizen, permanent resident or a protected person defined by the Immigration and Refugee Protection Act.","Key Responsibilities Support Product and Design in evolving the EMR platform through structured analysis, documentation, and workflow review Analyze and document existing product workflows (""as-is"" state), including user flows, system logic, and edge cases Create clear process maps, user stories, and functional documentation to support redesign initiatives Identify workflow gaps, inefficiencies, and opportunities for simplification Assist with updates to Figma files, components, and design system artifacts Leverage AI tools to support documentation, design system creation, and workflow consistency Perform other product, design, or analysis tasks as needed in a fast-paced small team environment","Required Qualifications: Currently enrolled in Business, Computer Science, Engineering, UX/UI Design, or a related program Strong analytical and structured thinking skills Ability to break down complex workflows into clear documentation and diagrams Proficiency in Figma (components, auto layout, variants, prototyping) Strong written and verbal communication skills Detail-oriented and comfortable thinking through edge cases Flexible and eager to take on a variety of tasks in a small team environment Preferred Qualifications: Basic understanding of web technologies (HTML, CSS, JavaScript) and software development concepts (frontend vs backend, APIs, integrations) Experience supporting product management, business analysis, or UX design work Experience using AI tools to assist with design system creation, documentation, and workflow consistency",,"460666 | Product Management Intern | MDLand Digital Health Inc | Divisional Office | 1 | Markham | Intermediate, Senior | 149 | Mar 9, 2026 9:00 AM"
460660,460660,Mechanical Engineering Assistant,McCuaig & Associates Engineering - Divisional Office,Burnaby,"Junior, Intermediate, Senior",,"Mar 9, 2026 9:00 AM",,"Assist technical staff with: Full cycle management of projects from project initiation to post-construction Preparing design documents such as drawings, specifications, and other relevant technical documents for client review, tender, permit application, and construction Preparing energy and investment assessment reports Conducting site reviews / field investigation Interpreting and implementing applicable codes and regulations Developing budgets and cash flows Developing / reviewing shop drawings",Mechanical Engineering Major. Thermodynamics and basic HVAC courses completed.,,"460660 | Mechanical Engineering Assistant | McCuaig & Associates Engineering | Divisional Office | 1 | Burnaby | Junior, Intermediate, Senior | 122 | Mar 9, 2026 9:00 AM"
460648,460648,Software Developer - Innovation Office,Baycrest Health Science - Baycrest Innovation Office,Toronto,Junior,,"Mar 10, 2026 9:00 AM",,"Responsibilities include, but are not limited to: Support the development and testing of AI-enabled tools and digital resources designed to support family and professional caregivers Contribute to projects exploring how generative AI, data analytics, and digital technologies can improve caregiving, dementia care, and support for older adults Assist with prototyping, evaluating, and refining AI-based solutions that help caregivers better understand and respond to care needs Help identify opportunities for innovative digital health initiatives that enhance caregiver education, decision-making, and care planning Support the creation of resources, demonstrations, and knowledge-mobilization activities related to AI and caregiving innovation Participate in Koschitzky Centre team and departmental meetings, contributing ideas and updates on project progress","Skills you will bring: Strong programming skills in Python and/or JavaScript Experience building applications using modern AI tools and APIs (e.g., OpenAI API, LLM integrations) Familiarity with retrieval-augmented generation (RAG), embeddings, vector databases, or prompt engineering Experience with Node.js or other modern web development frameworks Experience working with relational and non-relational databases Interest in developing AI-powered tools that support caregivers and older adults Experience with cloud platforms such as Microsoft Azure is an asset Curiosity, initiative, and a desire to experiment with emerging AI technologies How to stand out: Share examples of AI or LLM-based projects you've built (chatbots, RAG apps, copilots, etc.) Demonstrate UI/UX creativity, particularly designs that consider the needs of caregivers or older adults Show curiosity and passion for applying AI to real-world healthcare and caregiving challenges",,"460648 | Software Developer - Innovation Office | Baycrest Health Science | Baycrest Innovation Office | 1 | Toronto | Junior | 339 | Mar 10, 2026 9:00 AM"
460645,460645,SRE Software Developer Co-op,TextNow - Divisional Office,Waterloo,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",,"Ensure System Reliability: Design, build, and maintain scalable, resilient, and highly available systems to support TextNow's infrastructure and services. Automation & Infrastructure as Code: Develop and maintain automation using Terraform, Ansible, and other tools to enable efficient deployment, scaling, and operations of cloud-based systems (AWS preferred). Incident Response & On-Call Support: Participate in an on-call rotation, troubleshoot issues, and drive incident resolution to minimize downtime and improve system performance. Conduct post-mortems and implement corrective actions to enhance reliability. Performance Monitoring & Optimization: Implement and improve observability tools, logging, and monitoring solutions to identify and mitigate potential system issues proactively. Collaboration & Cross-Team Engagement: Work closely with software engineers, DevOps, and product teams to align technical efforts with business objectives and improve system reliability from development to production. Continuous Improvement: Identify areas for improvement in architecture, automation, and operational practices. Contribute to the design and implementation of new SRE best practices.","Experienced in SRE/DevOps: You have experience in an operationally focused role, such as SRE, DevOps, or Infrastructure Engineering, with an understanding of reliability, scalability, and performance optimization. Proficient with Key Technologies: Hands-on experience with AWS, GitHub, Terraform, Ansible, or similar tools to build and manage cloud infrastructure efficiently. Incident Management Expert: You are comfortable handling production incidents, analyzing root causes, and implementing long-term fixes to prevent recurrence. Automation & Observability Focused: Passionate about reducing toil through scripting and automation while ensuring robust observability using logging, metrics, and monitoring tools. Collaborative & Impact-Driven: You enjoy working cross-functionally with engineers, product teams, and leadership to drive meaningful improvements to system reliability. Effective verbal and written communication skills, with the ability to explain technical concepts clearly.",,"460645 | SRE Software Developer Co-op | TextNow | Divisional Office | 1 | Waterloo | Intermediate, Senior | 308 | Mar 9, 2026 9:00 AM"
460644,460644,check_circle Electronics Engineering Assistant,KA Imaging Inc - Divisional Office,Waterloo,"Junior, Intermediate, Senior",,"Mar 10, 2026 9:00 AM",,"Optimize camera electronics for maximum performance when used in a customer imaging application Push current frontiers of camera performance iterating through rework and testing affecting HW, FW, imaging setup and test procedures Improve or resolve mechanical movements and time constraints of object for imaging under application conditions Support new design ideas and architectures through prototyping and testing Support production, as necessary, by assembling and testing product shipped to customers Basic soldering, rework, prototyping and assembling of electronic circuits","Required Qualifications: Progression towards Bachelor's Degree in Electrical Engineering or equivalent education Organizes and presents well whatever work that is produced Basic understanding of electronics and electrical circuits Bonus Qualifications: Soldering, modifying, and maker-like skills Demonstrated understanding of inner workings of cameras Able to automate or minimize repetitive or manual labour tasks",,"460644 | check_circle Electronics Engineering Assistant | KA Imaging Inc | Divisional Office | 1 | Waterloo | Junior, Intermediate, Senior | 192 | Mar 10, 2026 9:00 AM"
460642,460642,Backend Platform Software Developer Co-op,TextNow - Divisional Office,Waterloo,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",,"Deliver stories in the Golang microservice or PHP monolith stack that moves our larger strategic projects forward Assist the development team with maintenance and documentation of the platform Write tests that properly mock abstractions and assert on the behavior you are implementing Excellent ability to communicate with both technical and non-technical stakeholders Work with subject matter experts, project managers, and frontend developers to understand requirements and deliver scalable solutions to our customers. Work with our data analysts to assist with our policy changes","Proficiency with system languages like Golang, C or Rust Proficiency with interpreted languages like Python or PHP Proficiency with version control systems such as Git Strong analytical and problem-solving skills with the ability to troubleshoot and resolve service issues Understanding of concurrent and asynchronous software patterns Familiarity with relational databases (SQL) and NoSQL databases Knowledge of lightweight containers like Docker Knowledge of container orchestration like Kubernetes Effective verbal and written communication skills, with the ability to explain technical concepts clearly",,"460642 | Backend Platform Software Developer Co-op | TextNow | Divisional Office | 1 | Waterloo | Intermediate, Senior | 380 | Mar 9, 2026 9:00 AM"
460625,460625,Fullstack Software Developer Co-op,TextNow - Divisional Office,Waterloo,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",,"Contribute to the AI & Automation Team Join a high-impact, fast-moving team working directly under the guidance of the Head of Technology. You will play a key role in advancing the company's internal automation and AI initiatives. Build Internal Tools That Drive Efficiency Collaborate cross-functionally with teams across the organization - including Engineering, Customer Experience, People Operations, and more - to identify opportunities for automation and develop tools that improve workflows, reduce manual effort, and enhance productivity. Deliver Solutions With Real-World Impact Work on a broad range of projects, from lightweight prototypes to production-grade tools that are used daily by employees across the business. Expect to contribute to the full development lifecycle, including requirements gathering, implementation, testing, and deployment. Gain Hands-On Experience With Modern Technologies Leverage emerging AI platforms (e.g. OpenAI, MCP, etc) and no/low-code tools (e.g. Zapier, n8n, internal APIs) to accelerate internal capabilities. You will gain exposure to practical use cases of AI in a business environment, and develop skills in systems thinking, software development, and automation strategy.","JavaScript/TypeScript/Python proficiency Able to write clean, modular code for automation workflows and server-side logic. Workflow automation experience Comfortable building and debugging flows in tools like n8n, Zapier, or similar platforms. API integration skills Capable of working with REST APIs, including authentication, data handling, and error management. Familiarity with OpenAI tools Experience using OpenAI's platform, including Custom GPTs and prompt design for internal tools. Self-starter mindset Comfortable taking initiative and figuring things out independently. Clear communicator Can write concise documentation and explain technical decisions to non-technical audiences.",,"460625 | Fullstack Software Developer Co-op | TextNow | Divisional Office | 1 | Waterloo | Intermediate, Senior | 429 | Mar 9, 2026 9:00 AM"
460613,460613,Supply Chain Excellence Co-op,Mondelez International - Mondelez Canada Inc,Toronto,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible.,"More about this role: We are looking for driven, energetic and creative people who are currently enrolled in a University undergraduate degree Engineering Mondel?z Canada is a culture built on people working together, sharing ideas and creatively reaching solutions. Therefore, strong relationship building and influencing skills are required for your success. Strong computer skills, particularly in Microsoft Office is required. This position is designed to provide you with real work experience and an opportunity to help you get to know us better. As Mondel?z Canada embarks on achieving our dream to create delicious moments of joy, we invite you along for the journey! · Working with our Manufacturing teams to perform Process and Value Stream Map of the assigned production line to quantity losses. · Lead Improvement projects with Operation's core teams to eradicate, control losses through the application of IL6S methodologies and tools: 5S, SMED, RCA, Kobetsu-Kaizen · Collaborate with Operation's Training team to complete technologies transfer and training from Projects to Operation to sustain improved results · Support SCE team on digital platform advancement, capability building and operation performance governance. This position?is designed to provide you with real-work experience and an opportunity to help you get to know us better. As Mondel?z Canada embarks on achieving our dream to create delicious moments of joy, we invite you along for the journey!","Knowledge and Skills: Currently enrolled in a university level undergraduate degree program in Engineering Pro-active and dynamic attitude focused on delivering results Strong interpersonal skills and the ability to work in a team environment Excellent written and verbal communication skills, including ability to communicate effectively with all levels of the organization Ability to work under minimal supervision while taking direction from experienced colleagues. Proficiency with all Microsoft Applications (i.e. Word, Excel, and Outlook) Previous manufacturing experience and Knowledge of eQCMS will be considered an asset",,"460613 | Supply Chain Excellence Co-op | Mondelez International | Mondelez Canada Inc | 1 | Toronto | Intermediate, Senior | 58 | Mar 9, 2026 9:00 AM"
460609,460609,Marketing Specialist,Mi Bowl Group Inc - Divisional Office,North York,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM","This job is funded by the Government of Canada's Student Work Placement Program (SWPP). The SWPP program requires that candidates be a Canadian citizen, permanent resident or a protected person defined by the Immigration and Refugee Protection Act.","What You'll Do Film, edit, and produce high-quality content (Reels, TikToks, YouTube Shorts, behind-the-scenes, product spotlights). Capture and edit food photography and meal visuals for our website, email, and social channels. Support in designing and scheduling ads across platforms (Meta, Google, TikTok), including creative variations for A/B testing. Develop graphics and branded visuals using tools like Canva or Adobe Creative Suite Help maintain our content calendar, ensuring timely promotion of meal drops, special offers, and seasonal campaigns. Track performance of ad creatives and social content to recommend improvements. Stay up-to-date on trends in food marketing, video formats, and paid media strategies.","What We're Looking For Currently enrolled in a post-secondary program in Marketing, Media Production, Communications, or a related field. Experience with video production and editing (e.g., Adobe Premiere Pro, CapCut, Final Cut). Basic graphic design skills (Canva, Photoshop, Illustrator). Knowledge of TikTok, Instagram Reels, and short-form content strategies. Interest in food marketing, storytelling, and cultural branding. Strong organizational skills, creativity, and a self-starter mindset. Nice to Have A personal or academic portfolio showing relevant video/visual work. Experience running or supporting paid social or search ad campaigns. Understanding of SEO or analytics tools (Google Analytics, Meta Ad Manager).",,"460609 | Marketing Specialist | Mi Bowl Group Inc | Divisional Office | 1 | North York | Intermediate, Senior | 51 | Mar 10, 2026 9:00 AM"
460608,460608,Supply Chain Excellence Co-op,Mondelez International - Mondelez Canada Inc,East York,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible.,"More about this role: We are looking for driven, energetic and creative people who are currently enrolled in a University undergraduate degree Engineering Mondel?z Canada is a culture built on people working together, sharing ideas and creatively reaching solutions. Therefore, strong relationship building and influencing skills are required for your success. Strong computer skills, particularly in Microsoft Office is required. This position is designed to provide you with real work experience and an opportunity to help you get to know us better. As Mondel?z Canada embarks on achieving our dream to create delicious moments of joy, we invite you along for the journey! · Working with our Manufacturing teams to perform Process and Value Stream Map of the assigned production line to quantity losses. · Lead Improvement projects with Operation's core teams to eradicate, control losses through the application of IL6S methodologies and tools: 5S, SMED, RCA, Kobetsu-Kaizen · Collaborate with Operation's Training team to complete technologies transfer and training from Projects to Operation to sustain improved results · Support SCE team on digital platform advancement, capability building and operation performance governance. This position?is designed to provide you with real-work experience and an opportunity to help you get to know us better. As Mondel?z Canada embarks on achieving our dream to create delicious moments of joy, we invite you along for the journey!","Knowledge and Skills: Currently enrolled in a university level undergraduate degree program in Engineering Pro-active and dynamic attitude focused on delivering results Strong interpersonal skills and the ability to work in a team environment Excellent written and verbal communication skills, including ability to communicate effectively with all levels of the organization Ability to work under minimal supervision while taking direction from experienced colleagues. Proficiency with all Microsoft Applications (i.e. Word, Excel, and Outlook) Previous manufacturing experience and Knowledge of eQCMS will be considered an asset",,"460608 | Supply Chain Excellence Co-op | Mondelez International | Mondelez Canada Inc | 1 | East York | Intermediate, Senior | 49 | Mar 9, 2026 9:00 AM"
460607,460607,Business Analyst,Mi Bowl Group Inc - Divisional Office,North York,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM","This job is funded by the Government of Canada's Student Work Placement Program (SWPP). The SWPP program requires that candidates be a Canadian citizen, permanent resident or a protected person defined by the Immigration and Refugee Protection Act.","Design, develop and maintain the Shopify website according to supervisor's guidance Create custom functionality to improve the user experience Integrate with other APIs to enable additional functionality Collaborate with cross-functional teams to identify business requirements and deliver solutions Troubleshoot and debug issues Stay up-to-date with the latest Shopify development trends and best practices Optimize the process by involve with the business process Analyze data and discover insights Research industry trend","Strong experience with Shopify, including both front-end and back-end development Proficient in HTML, CSS, JavaScript, and liquid templating language Familiarity with web development best practices and techniques Strong problem-solving and debugging skills Experience with Git, Agile development methodologies Strong written and verbal communication skills Strong attention to detail Be able to involve the entire process of the business through recording orders, delivering schedule, and allocation of meals. Have entrepreneurial mindset and be proactive solve problems through innovative ways. Strong data analytical skills Nice to have : Shopify Plus experience Familiarity with other e-commerce platforms Experience with Shopify app development Familiarity with Chinese language (We have Chinese Characters in our script) Familiarity with SEO Familiarity with MarTech",,"460607 | Business Analyst | Mi Bowl Group Inc | Divisional Office | 1 | North York | Intermediate, Senior | 126 | Mar 10, 2026 9:00 AM"
460602,460602,Production Support Technician,Revived Foods Inc - Green Bowl Foods,Barrie,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM","This job is funded by the Government of Canada's Student Work Placement Program (SWPP) or Canada Summer Jobs. These programs require that candidates be a Canadian citizen, permanent resident or a protected person defined by the Immigration and Refugee Protection Act. Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible.","Position Overview The Production Support Technician will work closely with the Production Manager, Operations team, and Administrative staff. This role involves balancing office tasks with on-floor assistance in production and will provide broad exposure to daily operations, scheduling, documentation, and coordination. Key Responsibilities 1. Administrative Support Prepare, review, and organize documents including batch records, spec sheets, SOPs, invoices, and production logs. Assist with data entry for production, inventory, and quality control records. Support communication with co-packing clients: sending forms, confirming deliveries, scheduling production slots, and answering basic inquiries. Maintain digital and physical filing systems for production and quality documents. 2. Production Coordination & Support Help schedule daily and weekly production tasks, including ingredient preparation, packaging needs, and equipment planning. Assist with ingredient and packaging inventory counts; update spreadsheets and notify the team of shortages. Prepare labels, verify lot numbers, and support traceability documentation. Participate in basic floor activities such as weighing ingredients, preparing packaging materials, and helping with setup. Observe and record production parameters when needed (temperature, fill weights, batch timings). 3. Operations & Cross-Functional Tasks Support R&D or QC teams with simple tasks when needed (sample labeling, documentation, organizing trials). Contribute ideas for improving workflow, organization, efficiency, and sustainability.","Enrolled in Business Administration, Supply Chain, Digital Marketing, Office Administration, Industrial Engineering, or a related program. Strong organizational and administrative skills. Previous experience in the food or fast-food industry is considered an asset. Comfortable working in both office and production environments. Ability to multitask and manage shifting priorities. Proficient with Microsoft Office or Google Workspace (Excel/Sheets, Word/Docs). Strong communication skills and teamwork abilities. Ability to lift up to 20 kg occasionally (ingredients, packaging).",,"460602 | Production Support Technician | Revived Foods Inc | Green Bowl Foods | 2 | Barrie | Intermediate, Senior | 43 | Mar 9, 2026 9:00 AM"
460596,460596,Maintenance Co-op,Mondelez International - Mondelez Canada Inc,Hamilton,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible.,"More about this role: You work with reliability engineer, maintenance planner and millwright / electricians to understand equipment and help create SOP, working principles, Reliability Centered Maintenance Task & Strategy, Assist in BDAs and OPLs. Follow Progressive Maintenance(PM) as well as Autonomous Maintenance (AM) standards and use your technical skills to improve line and/or system performance to meet business needs. How you will contribute: You are a key ingredient in changing how the world snacks. With coaching, you will operate and maintain equipment to deliver on our safety, quality, cost, delivery, sustainability and morale targets. You will understand the losses in assigned area and equipment and report them. You will help execute all standard work processes said equipment using AM (autonomous maintenance) and PM (progressive maintenance) standards and ensure that safety processes are observed, and that quality assurance activities are performed. You will work with MRO coordinator in improving spare parts inventory organization and help implement upgrades/ automation.","Knowledge and Skills: Operating machines with coaching Safety and quality standards for operating machines Reading and writing, and fluently conversant in the language of communication as appropriate to the site Collaborating well in a diverse work environment We are looking for driven, second- or third-year students majoring in Mechanical or Automation Engineering programs. Other engineering program co-op with relevant experience, right attitude and aptitude can be considered",,"460596 | Maintenance Co-op | Mondelez International | Mondelez Canada Inc | 1 | Hamilton | Intermediate, Senior | 111 | Mar 9, 2026 9:00 AM"
460594,460594,Automation Engineering Co-op,Mondelez International - Mondelez Canada Inc,Toronto,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible.,"More about this role: Join our Mission to Lead the Future of Snacking. Make It With Pride. Help in supporting the Mondelez Canada automation journey! Track and support Automation projects at all Mondelez sites while working from head office This role will require independent work with minimal guidance The role will give the co-op the opportunity to work at all of our Mondelez Canada sites, reporting to Sr. Manager Engineering, as well as Engineering Director of Canada The resource will be helping the development of automation projects as well as key reliability initiatives across Mondelez Canada sites The role will be based in Gladstone, however some travel between the Canadian sites (all within 1 hour of each other) will be required; hence a driver's license is recommended but not a specific requirements","Knowledge and Skills: You are a self-starter You are comfortable working independently You are a motivated and a strong problem solver with solid communication skills both oral and written. We are looking for driven, business-minded 3rd or 4th year, Mechanical, Chemical, or Electrical Engineering students, with a broad understanding of all engineering disciplines",,"460594 | Automation Engineering Co-op | Mondelez International | Mondelez Canada Inc | 1 | Toronto | Intermediate, Senior | 62 | Mar 9, 2026 9:00 AM"
460592,460592,"Student, Regional & Community Engagement",IESO (Independent Electricity System Operator) - Corporate Resources,Toronto,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",,"What you'll do In this role, you'll make a meaningful impact by contributing to the IESO team and supporting the energy needs of Ontarians through: Conduct research and analysis to support the team's engagement activities Help support the development of written materials (e.g. briefing notes, PowerPoint presentations, webpage copy, etc.) Provide administrative support for the team's engagement activities Provide administrative support for the team's participation in various conferences Right now/recently, this position was part of the completion of a regional electricity plan for the City of Toronto that included a suite of recommendations have been developed that address the specific needs of each part of the city. The recommendations include building and upgrading transmission infrastructure, battery energy storage facilities, and launching more energy-efficiency programs targeted to Toronto electricity consumer)","Role Requirements Our team consists of experts from diverse backgrounds, each bringing their unique perspectives and skills. To succeed in this role, you'll need: ague Understanding of the IESO's structure and engagement processes Strong oral and written communication Strong research and analysis Organizational and project management Detail orientation and attention to accuracy Disciplines required Level Second year or aboveue",,"460592 | Student, Regional & Community Engagement | IESO (Independent Electricity System Operator) | Corporate Resources | 1 | Toronto | Intermediate, Senior | 74 | Mar 9, 2026 9:00 AM"
460575,460575,Accounting Coop Student,Jones Feed Mills Ltd - Divisional Office,Linwood,Junior,,"Mar 9, 2026 9:00 AM",,"The basic functions of the position will be: Accounts Payable Assistance (working with the AP Administrator): Print and distribute incoming invoices to managers for approval. Coding and entering invoices into the ERP system for payment. Accounts Receivable Assistance (working with the Credit Manager): Assisting with Daily deposits Assisting with applying payments to AR accounts Projects (Assisting CFO): Assisting with project the CFO is working on (expense tracking, reporting, etc.)",The ideal candidate will be studying finance or accounting and have previous experience working in a finance or accounting environment. We will adjust to the student's capabilities and provide other opportunities based on their aptitude. Additional compensation may be provided to students who have previous accounting experience.,,"460575 | Accounting Coop Student | Jones Feed Mills Ltd | Divisional Office | 1 | Linwood | Junior | 115 | Mar 9, 2026 9:00 AM"
460567,460567,Architectural Intern,DTAH - Divisional Office,Toronto,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",,"Responsibilities will vary depending upon the team and week of work, but may include: developing key aspects of the design of these projects, working collaboratively with others to refine the drawings and 3D models used in design development and client communications, assisting with presentation and meeting preparation, communicating with engineering subconsultants in order to coordinate the work and solve architectural problems.","AutoCAD and REVIT drafting experience is required, Adobe CS, SketchUp and Microsoft Office Suite experience also an asset. We are a highly collaborative studio that appreciates staff who are pro-active, resourceful and curious. We love to answer questions in order to keep projects moving forward. We love staff who are eager to learn and take initiative. ability to perform your work carefully and diligently, taking direction well from the architects in charge and project managers assigned to each team, asking questions in a timely fashion when required, asking for direction in a timely fashion once your assigned work is complete.",,"460567 | Architectural Intern | DTAH | Divisional Office | 2 | Toronto | Intermediate, Senior | 30 | Mar 9, 2026 9:00 AM"
460559,460559,Research Assistant: Colour Vision Lab,University of Waterloo - Faculty of Science,Waterloo,"Junior, Intermediate",,"Mar 9, 2026 9:00 AM",,"Key Responsibilities: Analyze data related to colour vision tests and aviation tasks. Collaborate with team members to ensure accurate and timely data analysis. Adapt to changing priorities and work schedules, including potential weekend and evening hours. Maintain organized records and documentation of data analysis procedures and research findings. Weekend and evening hours may be required to accommodate deadlines.","Strong interpersonal skills and the ability to work effectively in a team environment. Experience in a research, food service or retail environment is an asset. Proficiency in Excel is preferred. Familiarity with SigmaPlot is an asset. Ability to adapt to changing priorities and work schedules.",,"460559 | Research Assistant: Colour Vision Lab | University of Waterloo | Faculty of Science | 1 | Waterloo | Junior, Intermediate | 96 | Mar 9, 2026 9:00 AM"
